size, time
76800, 5178352492
76800, 5195047588
76800, 5175447319
76800, 5175792148
76800, 5166472522
76800, 5189293526
76800, 5188968332
76800, 5192578501
76800, 5186100191
76800, 5181241087
76800, 5174888250
76800, 5179521733
76800, 5173510359
76800, 5317810689
76800, 5299636862
76800, 5281069902
76800, 5280119674
76800, 5290369179
76800, 5282838243
76800, 5182535594
76800, 5182217732
76800, 5192825720
76800, 5181572770
76800, 5185672576
76800, 5182270525
76800, 5295067255
76800, 5285780014
76800, 5286008133
76800, 5279835680
76800, 5303833106
76800, 5286258975
76800, 5292139265
76800, 5294942760
76800, 5291464667
76800, 5285492432
76800, 5291484961
76800, 5287691761
76800, 5297111699
76800, 5378130581
76800, 5274586942
110592, 8196846657
110592, 8038766321
110592, 7865728283
110592, 7873033738
110592, 7863772333
110592, 7872595577
110592, 7894267153
110592, 7871937927
110592, 7867825791
110592, 8034534572
110592, 8025357326
110592, 8028753409
110592, 8042278364
110592, 8018568880
110592, 8039091040
110592, 7899090694
110592, 7876448489
110592, 7869790072
110592, 7890806120
110592, 7885553030
110592, 7879047328
110592, 7889121747
110592, 7888098125
110592, 7863871938
110592, 7883839018
110592, 7860122921
110592, 7878135459
110592, 7884878500
110592, 7871260325
110592, 7863524724
110592, 7887960137
110592, 7873267865
110592, 7872578783
110592, 7877321392
110592, 7876029886
110592, 7879091380
110592, 7897481988
110592, 7865653312
110592, 7874058412
110592, 7891304359
110592, 7868376752
110592, 7861631797
110592, 7884805397
110592, 7862076863
110592, 8143201500
110592, 8144715530
110592, 8139187562
110592, 8150833548
110592, 8070809954
110592, 7858296022
150528, 10688022175
150528, 10538991831
150528, 10497858546
150528, 10508304769
150528, 10717323768
150528, 10703978211
150528, 10718418750
150528, 10498945928
150528, 10509693502
150528, 10499391325
150528, 10531200596
150528, 10676095506
150528, 10665666895
150528, 10656081357
150528, 10674579115
150528, 10677558963
150528, 10690159140
150528, 10671849746
150528, 10672693147
150528, 10689036043
150528, 10687385508
150528, 10673531595
150528, 10673994917
150528, 10669376586
150528, 10677490811
150528, 10679922235
150528, 10689170228
150528, 10690996544
150528, 10692217605
150528, 10711338914
150528, 10716293966
150528, 10711844991
150528, 10735355386
150528, 10734669867
150528, 10737810895
150528, 10714116822
150528, 10688155622
150528, 10678937251
150528, 10683751446
150528, 10685222261
150528, 10679166853
150528, 10656602464
150528, 10657102495
150528, 10664407041
150528, 10685240697
150528, 10685475547
150528, 10680807962
150528, 10673922923
150528, 10668243866
150528, 10669222420
196608, 14553941849
196608, 14581536838
196608, 14613115806
196608, 14611998042
196608, 14639597771
196608, 14590153757
196608, 14588441145
196608, 14588567325
196608, 14622921949
196608, 14605610458
196608, 14646095271
196608, 14600143260
196608, 14574767881
196608, 14595459963
196608, 14627106170
196608, 14609932790
196608, 14635652371
196608, 14603899491
196608, 14594487582
196608, 14607285417
196608, 14626007781
196608, 14619379840
196608, 14658273809
196608, 14597678094
196608, 14604122218
196608, 14599461274
196608, 14624643396
196608, 14613533514
196608, 14642426665
196608, 14598762499
196608, 14589272945
196608, 14588035806
196608, 14608974676
196608, 14598504574
196608, 14639247813
196608, 14590784585
196608, 14592298650
196608, 14574021443
196608, 14625056770
196608, 14608653669
196608, 14630599327
196608, 14587125361
196608, 14602975017
196608, 14586265524
196608, 14613555824
196608, 14606099764
196608, 14635844628
196608, 14582911742
196608, 14584647469
196608, 14580165106
248832, 17624264039
248832, 16923555758
248832, 17245887035
248832, 17294541075
248832, 17262993718
248832, 17231494133
248832, 17256907747
248832, 17256926477
248832, 17259405139
248832, 17260944088
248832, 17186918719
248832, 16900106180
248832, 16946762120
248832, 17342457505
248832, 17312827826
248832, 17309055662
248832, 17278782345
248832, 17284816971
248832, 17011208486
248832, 16977491927
248832, 17082074994
248832, 17005670166
248832, 17001786620
248832, 16944777792
248832, 16966956833
248832, 16963187307
248832, 16934018574
248832, 16959669394
248832, 16950595347
248832, 16991903683
248832, 16983434370
248832, 17024350108
248832, 17002670139
248832, 17049103201
248832, 17020054625
248832, 16953597623
248832, 17022380091
248832, 17038908345
248832, 16978391376
248832, 17013385286
248832, 17229534506
248832, 17264913397
248832, 17301432445
248832, 17308427019
248832, 17321039015
248832, 17325706181
248832, 17325841135
248832, 17287483946
248832, 17318832071
248832, 17298125571
307200, 22455384780
307200, 21764096360
307200, 21803350108
307200, 22274418060
307200, 22709916149
307200, 22620396292
307200, 22671627576
307200, 22649905618
307200, 22651760611
307200, 22666555834
307200, 22670334101
307200, 22639912103
307200, 22672551618
307200, 21824211420
307200, 21834621298
307200, 22345206452
307200, 22345064158
307200, 22360852376
307200, 22322569105
307200, 22250886429
307200, 22242197610
307200, 22287956498
307200, 22305395915
307200, 22275025741
307200, 22273402122
307200, 22263695435
307200, 22259916669
307200, 22283584091
307200, 22279825944
307200, 21880760806
307200, 21878597990
307200, 21883546720
307200, 22254327918
307200, 21873249187
307200, 21880836669
307200, 22012251603
307200, 21896653813
307200, 22015881134
307200, 22012810073
307200, 21852245842
307200, 21864305272
307200, 21858582958
307200, 21811088141
307200, 21856512495
307200, 21911470740
307200, 22088213589
307200, 21840921378
307200, 21835223191
307200, 21806528002
307200, 21925973299
