size, time
3072, 209504375
3072, 209680629
3072, 210294428
3072, 210094950
3072, 210117344
3072, 209795415
3072, 209929059
3072, 210484168
3072, 211674117
3072, 209177923
3072, 210204059
3072, 210241927
3072, 210439011
3072, 209332703
3072, 209030370
3072, 208662415
3072, 209173237
3072, 208330881
3072, 208242813
3072, 208747650
3072, 206749902
3072, 205602704
3072, 206026298
3072, 206118282
3072, 205803799
3072, 206196921
3072, 206118954
3072, 205947715
3072, 205677184
3072, 205755269
3072, 205504185
3072, 205761146
3072, 206189102
3072, 206362183
3072, 205830837
3072, 205646443
3072, 205321313
3072, 206025264
3072, 206367708
3072, 206283706
3072, 205546465
3072, 205800145
3072, 204967242
3072, 206101268
3072, 206159533
3072, 206068491
3072, 205734745
3072, 205820365
3072, 205497177
3072, 206278325
12288, 873205626
12288, 873397198
12288, 872890429
12288, 875924701
12288, 881496907
12288, 845214346
12288, 837342807
12288, 840545165
12288, 839199923
12288, 837951451
12288, 840026854
12288, 837612323
12288, 839424578
12288, 840019553
12288, 839236181
12288, 838083765
12288, 838710223
12288, 837325791
12288, 838897235
12288, 840487382
12288, 838999402
12288, 838401611
12288, 838839778
12288, 837878258
12288, 839350651
12288, 839829198
12288, 875755526
12288, 873020209
12288, 873260837
12288, 873687869
12288, 872574996
12288, 858579116
12288, 856560372
12288, 855476016
12288, 856914402
12288, 856772736
12288, 855830902
12288, 858176976
12288, 856371311
12288, 856461911
12288, 857466005
12288, 855175951
12288, 855713550
12288, 858882968
12288, 855740897
12288, 855636285
12288, 857100009
12288, 856557849
12288, 856565637
12288, 857901197
27648, 1914857512
27648, 1908517327
27648, 1912764052
27648, 1912606673
27648, 1917907313
27648, 1916700884
27648, 1923111088
27648, 1917500625
27648, 1909004265
27648, 1883400600
27648, 1886670891
27648, 1883555298
27648, 1884398321
27648, 1880508425
27648, 1884444431
27648, 1882078886
27648, 1890494125
27648, 1992551753
27648, 1968074965
27648, 1962631427
27648, 1965352658
27648, 1960525961
27648, 1964346506
27648, 1961575245
27648, 1964134563
27648, 1961919174
27648, 1964533938
27648, 1961714056
27648, 1964635705
27648, 1964135365
27648, 1968110838
27648, 1963905918
27648, 1964497324
27648, 1963567831
27648, 1965114562
27648, 1962998141
27648, 1967167569
27648, 1959734025
27648, 1964341777
27648, 1961334946
27648, 1965580097
27648, 1963169956
27648, 1967113819
27648, 1964268268
27648, 1964639349
27648, 1964927699
27648, 1965865355
27648, 1969853496
27648, 1969179568
27648, 1964135300
49152, 3425628749
49152, 3407542610
49152, 3418259517
49152, 3422827559
49152, 3425736123
49152, 3428669072
49152, 3424963496
49152, 3426789846
49152, 3433351918
49152, 3430803193
49152, 3421810910
49152, 3424185974
49152, 3424979814
49152, 3422844054
49152, 3427462543
49152, 3429115869
49152, 3424934355
49152, 3425579859
49152, 3427275080
49152, 3502945049
49152, 3503748337
49152, 3500213160
49152, 3497767181
49152, 3494603370
49152, 3495712619
49152, 3495481395
49152, 3498559025
49152, 3495883977
49152, 3493690284
49152, 3492585820
49152, 3495036568
49152, 3494847057
49152, 3496623865
49152, 3495011965
49152, 3495082900
49152, 3497521061
49152, 3492936699
49152, 3496092766
49152, 3496953689
49152, 3497094142
49152, 3498638576
49152, 3433225575
49152, 3499639991
49152, 3495819373
49152, 3498455425
49152, 3491782602
49152, 3489402037
49152, 3500571914
49152, 3501873533
49152, 3496030738
76800, 5170936025
76800, 5173729030
76800, 5168808881
76800, 5190588971
76800, 5178292950
76800, 5190555927
76800, 5177194254
76800, 5182012693
76800, 5171398595
76800, 5178579747
